cycle,time,voltage_measured,voltage_1rc,voltage_2rc
86,928.56,3.6073,3.6947,3.6780
86,937.92,3.6051,3.6929,3.6763
86,947.31,3.6027,3.6907,3.6740
86,956.67,3.6004,3.6889,3.6723
86,966.02,3.5981,3.6869,3.6703
86,975.42,3.5958,3.6853,3.6686
86,984.81,3.5934,3.6826,3.6659
86,994.20,3.5913,3.6807,3.6640
86,1003.56,3.5890,3.6790,3.6623
86,1012.95,3.5866,3.6771,3.6604
86,1022.31,3.5845,3.6745,3.6579
86,1031.70,3.5824,3.6728,3.6561
86,1041.11,3.5803,3.6708,3.6541
86,1050.44,3.5781,3.6687,3.6520
86,1059.89,3.5759,3.6665,3.6498
86,1069.31,3.5738,3.6644,3.6477
86,1078.66,3.5716,3.6625,3.6458
86,1088.05,3.5696,3.6608,3.6441
86,1097.41,3.5672,3.6592,3.6425
86,1106.75,3.5653,3.6577,3.6410
86,1116.11,3.5632,3.6558,3.6391
86,1125.52,3.5610,3.6543,3.6376
86,1134.86,3.5593,3.6529,3.6362
86,1144.20,3.5572,3.6512,3.6346
86,1153.62,3.5552,3.6495,3.6328
86,1162.98,3.5533,3.6478,3.6311
86,1172.33,3.5512,3.6465,3.6298
86,1181.67,3.5493,3.6448,3.6281
86,1191.00,3.5474,3.6433,3.6266
86,1200.31,3.5456,3.6416,3.6249
86,1209.70,3.5436,3.6398,3.6231
86,1219.05,3.5416,3.6381,3.6214
86,1228.41,3.5399,3.6369,3.6202
86,1237.75,3.5380,3.6352,3.6185
86,1247.08,3.5363,3.6334,3.6167
86,1256.45,3.5345,3.6316,3.6149
86,1265.83,3.5327,3.6303,3.6136
86,1275.19,3.5308,3.6289,3.6122
86,1284.52,3.5292,3.6269,3.6102
86,1293.91,3.5273,3.6252,3.6085
86,1303.27,3.5254,3.6238,3.6071
86,1312.64,3.5237,3.6223,3.6056
86,1321.95,3.5220,3.6204,3.6037
86,1331.28,3.5203,3.6193,3.6026
86,1340.66,3.5185,3.6175,3.6008
86,1350.08,3.5172,3.6159,3.5991
86,1359.50,3.5154,3.6146,3.5979
86,1368.89,3.5136,3.6128,3.5961
86,1378.20,3.5121,3.6108,3.5941
86,1387.56,3.5106,3.6097,3.5930
86,1396.98,3.5089,3.6076,3.5909
86,1406.33,3.5074,3.6061,3.5894
86,1415.73,3.5057,3.6045,3.5878
86,1425.08,3.5042,3.6029,3.5862
86,1434.44,3.5026,3.6012,3.5845
86,1443.81,3.5012,3.5998,3.5831
86,1453.20,3.4996,3.5981,3.5814
86,1462.55,3.4980,3.5962,3.5795
86,1471.92,3.4965,3.5950,3.5782
86,1481.28,3.4951,3.5928,3.5761
86,1490.64,3.4936,3.5910,3.5743
86,1500.03,3.4922,3.5895,3.5728
86,1509.38,3.4907,3.5880,3.5713
86,1518.69,3.4890,3.5856,3.5689
86,1528.06,3.4875,3.5846,3.5679
86,1537.44,3.4861,3.5827,3.5660
86,1546.80,3.4846,3.5811,3.5644
86,1556.09,3.4833,3.5791,3.5624
86,1565.45,3.4821,3.5773,3.5606
86,1574.80,3.4805,3.5758,3.5590
86,1584.17,3.4790,3.5740,3.5573
86,1593.56,3.4777,3.5722,3.5555
86,1602.92,3.4761,3.5708,3.5541
86,1612.28,3.4747,3.5691,3.5524
86,1621.64,3.4734,3.5675,3.5508
86,1631.05,3.4719,3.5655,3.5488
86,1640.42,3.4707,3.5637,3.5470
86,1649.77,3.4692,3.5621,3.5454
86,1659.11,3.4678,3.5606,3.5439
86,1668.42,3.4664,3.5589,3.5422
86,1677.83,3.4651,3.5572,3.5405
86,1687.25,3.4635,3.5555,3.5387
86,1696.58,3.4621,3.5539,3.5372
86,1705.94,3.4606,3.5519,3.5351
86,1715.31,3.4593,3.5500,3.5333
86,1724.64,3.4578,3.5483,3.5315
86,1734.03,3.4566,3.5466,3.5298
86,1743.41,3.4550,3.5449,3.5282
86,1752.80,3.4535,3.5437,3.5269
86,1762.16,3.4523,3.5416,3.5249
86,1771.48,3.4508,3.5400,3.5233
86,1780.89,3.4493,3.5385,3.5218
86,1790.22,3.4480,3.5364,3.5197
86,1799.61,3.4465,3.5350,3.5183
86,1808.98,3.4451,3.5341,3.5174
86,1818.38,3.4437,3.5328,3.5161
86,1827.73,3.4420,3.5323,3.5156
86,1837.05,3.4405,3.5309,3.5142
86,1846.52,3.4390,3.5298,3.5131
86,1855.84,3.4374,3.5289,3.5121
86,1865.19,3.4360,3.5278,3.5111
86,1874.59,3.4343,3.5270,3.5102
86,1883.95,3.4328,3.5260,3.5093
86,1893.30,3.4315,3.5248,3.5081
86,1902.66,3.4299,3.5237,3.5069
86,1912.06,3.4283,3.5231,3.5064
86,1921.41,3.4269,3.5216,3.5049
86,1930.73,3.4253,3.5209,3.5042
86,1940.06,3.4235,3.5196,3.5029
86,1949.44,3.4220,3.5187,3.5020
86,1958.88,3.4204,3.5178,3.5011
86,1968.22,3.4188,3.5166,3.4999
86,1977.62,3.4171,3.5155,3.4988
86,1986.98,3.4153,3.5146,3.4979
86,1996.38,3.4137,3.5137,3.4970
86,2005.77,3.4120,3.5129,3.4962
86,2015.11,3.4103,3.5114,3.4947
86,2024.44,3.4085,3.5105,3.4938
86,2033.80,3.4068,3.5094,3.4927
86,2043.22,3.4049,3.5086,3.4919
86,2052.56,3.4031,3.5076,3.4909
86,2061.95,3.4014,3.5067,3.4900
86,2071.33,3.3995,3.5054,3.4887
86,2080.69,3.3977,3.5044,3.4876
86,2090.03,3.3958,3.5031,3.4864
86,2099.38,3.3939,3.5024,3.4857
86,2108.75,3.3918,3.5012,3.4845
86,2118.11,3.3898,3.5003,3.4836
86,2127.56,3.3880,3.4993,3.4826
86,2136.94,3.3859,3.4982,3.4815
86,2146.30,3.3838,3.4974,3.4806
86,2155.61,3.3818,3.4962,3.4795
86,2164.98,3.3794,3.4955,3.4787
86,2174.36,3.3774,3.4946,3.4779
86,2183.72,3.3749,3.4936,3.4769
86,2193.11,3.3728,3.4930,3.4763
86,2202.45,3.3705,3.4922,3.4755
86,2211.80,3.3682,3.4908,3.4741
86,2221.22,3.3657,3.4903,3.4736
86,2230.61,3.3630,3.4894,3.4727
86,2240.00,3.3606,3.4883,3.4715
86,2249.41,3.3581,3.4877,3.4710
86,2258.80,3.3552,3.4865,3.4698
86,2268.16,3.3524,3.4858,3.4691
86,2277.56,3.3496,3.4851,3.4684
86,2286.95,3.3466,3.4843,3.4676
86,2296.31,3.3436,3.4835,3.4668
86,2305.70,3.3406,3.4825,3.4658
86,2315.11,3.3371,3.4813,3.4646
86,2324.42,3.3337,3.4807,3.4639
86,2333.78,3.3300,3.4797,3.4630
86,2343.08,3.3265,3.4790,3.4623
86,2352.42,3.3226,3.4778,3.4611
86,2361.78,3.3186,3.4773,3.4605
86,2371.14,3.3143,3.4760,3.4593
86,2380.50,3.3098,3.4753,3.4586
86,2389.84,3.3051,3.4747,3.4580
86,2399.22,3.3002,3.4736,3.4569
86,2408.58,3.2951,3.4732,3.4565
86,2417.91,3.2897,3.4718,3.4551
86,2427.26,3.2839,3.4710,3.4543
86,2436.66,3.2780,3.4704,3.4537
86,2445.98,3.2712,3.4690,3.4523
86,2455.41,3.2650,3.4683,3.4516
86,2464.75,3.2577,3.4676,3.4509
86,2474.17,3.2505,3.4671,3.4504
86,2483.56,3.2426,3.4659,3.4492
86,2492.95,3.2344,3.4649,3.4482
86,2502.33,3.2257,3.4641,3.4474
86,2511.72,3.2166,3.4630,3.4463
86,2521.14,3.2068,3.4614,3.4447
86,2530.51,3.1969,3.4597,3.4429
86,2539.89,3.1862,3.4580,3.4413
86,2549.30,3.1749,3.4560,3.4393
86,2558.64,3.1632,3.4542,3.4375
86,2568.01,3.1511,3.4525,3.4357
86,2577.39,3.1378,3.4507,3.4340
86,2586.76,3.1240,3.4487,3.4320
86,2596.12,3.1094,3.4470,3.4303
86,2605.50,3.0941,3.4453,3.4286
86,2614.83,3.0780,3.4434,3.4267
86,2624.22,3.0606,3.4418,3.4250
86,2633.73,3.0421,3.4397,3.4230
86,2643.30,3.0226,3.4381,3.4213
86,2652.81,3.0022,3.4365,3.4198
86,2662.47,2.9803,3.4346,3.4178
86,2672.00,2.9576,3.4325,3.4158
86,2681.53,2.9339,3.4311,3.4144
86,2691.08,2.9085,3.4288,3.4121
86,2700.61,2.8809,3.4273,3.4106
86,2710.11,2.8488,3.4251,3.4083
86,2719.58,2.8113,3.4233,3.4066
86,2729.11,2.7658,3.4218,3.4051
86,2738.58,2.7099,3.4199,3.4032
86,2748.11,2.6402,3.4177,3.4010
86,2757.75,3.0113,3.6291,3.6134
86,2767.36,3.0963,3.6319,3.6170
86,2777.03,3.1582,3.6333,3.6192
86,2786.76,3.2058,3.6342,3.6209
86,2796.38,3.2432,3.6344,3.6219
86,2806.05,3.2744,3.6345,3.6227
86,2815.69,3.3010,3.6346,3.6235
86,2825.33,3.3239,3.6347,3.6242
86,2834.95,3.3439,3.6347,3.6248
86,2844.59,3.3614,3.6347,3.6254
86,2854.20,3.3775,3.6347,3.6259
86,2863.92,3.3919,3.6350,3.6266
86,2873.56,3.4046,3.6349,3.6270
86,2883.22,3.4167,3.6348,3.6274
86,2892.89,3.4272,3.6349,3.6279
86,2902.50,3.4372,3.6347,3.6281
86,2912.23,3.4467,3.6349,3.6287
86,2921.88,3.4554,3.6348,3.6289
86,2931.53,3.4635,3.6350,3.6294
86,2941.33,3.4711,3.6350,3.6297
86,2951.06,3.4783,3.6349,3.6300
86,2960.92,3.4851,3.6344,3.6297
86,2970.67,3.4914,3.6349,3.6305
86,2980.42,3.4974,3.6345,3.6304
86,2990.20,3.5031,3.6350,3.6311
86,3000.08,3.5088,3.6350,3.6313
86,3009.88,3.5139,3.6346,3.6311
86,3019.61,3.5187,3.6347,3.6315
86,3029.44,3.5234,3.6347,3.6316
86,3039.22,3.5279,3.6348,3.6319
86,3049.03,3.5321,3.6347,3.6320
86,3058.81,3.5363,3.6349,3.6323
87,0.00,4.1980,4.1915,4.1915
87,9.38,4.1975,4.1914,4.1914
87,19.51,3.9932,3.9759,3.9749
87,28.88,3.9746,3.9698,3.9680
87,38.22,3.9603,3.9645,3.9618
87,47.56,3.9478,3.9601,3.9566
87,56.97,3.9369,3.9558,3.9517
87,66.33,3.9269,3.9517,3.9469
87,75.72,3.9184,3.9482,3.9427
87,85.08,3.9104,3.9442,3.9381
87,94.41,3.9027,3.9405,3.9338
87,103.76,3.8961,3.9366,3.9294
87,113.09,3.8895,3.9329,3.9251
87,122.45,3.8833,3.9289,3.9207
87,131.88,3.8776,3.9249,3.9162
87,141.26,3.8724,3.9213,3.9122
87,150.62,3.8671,3.9176,3.9080
87,159.98,3.8622,3.9137,3.9038
87,169.41,3.8574,3.9100,3.8996
87,178.78,3.8530,3.9060,3.8953
87,188.14,3.8488,3.9023,3.8913
87,197.53,3.8446,3.8984,3.8871
87,207.01,3.8407,3.8947,3.8831
87,216.41,3.8368,3.8907,3.8788
87,225.78,3.8330,3.8871,3.8750
87,235.11,3.8294,3.8834,3.8710
87,244.44,3.8261,3.8798,3.8671
87,253.83,3.8227,3.8759,3.8630
87,263.20,3.8195,3.8723,3.8592
87,272.58,3.8161,3.8678,3.8546
87,281.97,3.8130,3.8645,3.8510
87,291.31,3.8096,3.8605,3.8468
87,300.67,3.8066,3.8571,3.8432
87,310.05,3.8034,3.8533,3.8393
87,319.41,3.8004,3.8495,3.8353
87,328.78,3.7972,3.8455,3.8312
87,338.16,3.7940,3.8418,3.8274
87,347.55,3.7905,3.8381,3.8236
87,356.91,3.7874,3.8344,3.8197
87,366.27,3.7843,3.8304,3.8156
87,375.62,3.7810,3.8275,3.8127
87,385.00,3.7774,3.8255,3.8106
87,394.39,3.7742,3.8230,3.8079
87,403.73,3.7709,3.8208,3.8056
87,413.05,3.7674,3.8186,3.8034
87,422.47,3.7640,3.8157,3.8004
87,431.83,3.7608,3.8135,3.7981
87,441.25,3.7572,3.8109,3.7955
87,450.61,3.7538,3.8087,3.7931
87,459.98,3.7504,3.8062,3.7906
87,469.31,3.7470,3.8038,3.7882
87,478.66,3.7437,3.8012,3.7855
87,488.03,3.7401,3.7992,3.7834
87,497.38,3.7367,3.7967,3.7809
87,506.69,3.7332,3.7943,3.7785
87,516.02,3.7299,3.7921,3.7761
87,525.34,3.7268,3.7896,3.7737
87,534.70,3.7235,3.7873,3.7713
87,544.09,3.7203,3.7848,3.7687
87,553.45,3.7171,3.7827,3.7666
87,562.88,3.7139,3.7801,3.7640
87,572.22,3.7107,3.7778,3.7617
87,581.58,3.7077,3.7755,3.7593
87,590.97,3.7045,3.7730,3.7568
87,600.38,3.7015,3.7706,3.7544
87,609.75,3.6985,3.7682,3.7519
87,619.08,3.6958,3.7659,3.7496
87,628.39,3.6929,3.7636,3.7473
87,637.75,3.6900,3.7612,3.7449
87,647.17,3.6868,3.7585,3.7421
87,656.53,3.6842,3.7562,3.7398
87,665.92,3.6812,3.7538,3.7374
87,675.22,3.6785,3.7512,3.7348
87,684.58,3.6758,3.7491,3.7327
87,694.02,3.6729,3.7467,3.7302
87,703.34,3.6702,3.7444,3.7280
87,712.72,3.6673,3.7418,3.7254
87,722.09,3.6646,3.7392,3.7227
87,731.44,3.6620,3.7373,3.7208
87,740.83,3.6594,3.7355,3.7190
87,750.19,3.6564,3.7333,3.7168
87,759.55,3.6538,3.7316,3.7151
87,768.92,3.6513,3.7294,3.7128
87,778.28,3.6485,3.7275,3.7110
87,787.67,3.6460,3.7255,3.7089
87,797.02,3.6433,3.7233,3.7067
87,806.36,3.6405,3.7214,3.7048
87,815.75,3.6382,3.7193,3.7028
87,825.12,3.6356,3.7172,3.7006
87,834.50,3.6330,3.7150,3.6984
87,843.88,3.6305,3.7133,3.6967
87,853.25,3.6281,3.7112,3.6946
87,862.61,3.6255,3.7089,3.6923
87,871.94,3.6231,3.7073,3.6907
87,881.34,3.6205,3.7054,3.6887
87,890.75,3.6182,3.7031,3.6864
87,900.16,3.6157,3.7011,3.6845
87,909.52,3.6134,3.6992,3.6825
87,918.86,3.6109,3.6971,3.6805
87,928.22,3.6084,3.6951,3.6784
87,937.61,3.6062,3.6930,3.6764
87,947.09,3.6037,3.6911,3.6744
87,956.45,3.6013,3.6891,3.6725
87,965.84,3.5990,3.6868,3.6701
87,975.20,3.5967,3.6850,3.6683
87,984.58,3.5945,3.6832,3.6666
87,993.94,3.5924,3.6809,3.6643
87,1003.34,3.5900,3.6788,3.6621
87,1012.67,3.5876,3.6770,3.6603
87,1022.09,3.5853,3.6749,3.6582
87,1031.42,3.5832,3.6727,3.6561
87,1040.77,3.5812,3.6709,3.6543
87,1050.19,3.5789,3.6690,3.6523
87,1059.52,3.5766,3.6668,3.6501
87,1068.92,3.5745,3.6649,3.6482
87,1078.28,3.5725,3.6625,3.6458
87,1087.67,3.5703,3.6611,3.6444
87,1096.98,3.5680,3.6596,3.6429
87,1106.28,3.5660,3.6579,3.6412
87,1115.66,3.5639,3.6564,3.6397
87,1124.98,3.5618,3.6545,3.6378
87,1134.38,3.5601,3.6531,3.6364
87,1143.73,3.5579,3.6513,3.6347
87,1153.06,3.5560,3.6496,3.6329
87,1162.39,3.5539,3.6480,3.6313
87,1171.77,3.5519,3.6465,3.6298
87,1181.11,3.5499,3.6449,3.6282
87,1190.50,3.5481,3.6434,3.6267
87,1199.80,3.5463,3.6420,3.6253
87,1209.23,3.5444,3.6400,3.6233
87,1218.59,3.5424,3.6385,3.6218
87,1227.92,3.5406,3.6369,3.6202
87,1237.28,3.5388,3.6353,3.6186
87,1246.72,3.5368,3.6334,3.6167
87,1256.09,3.5352,3.6318,3.6151
87,1265.44,3.5333,3.6306,3.6139
87,1274.83,3.5313,3.6290,3.6123
87,1284.25,3.5295,3.6271,3.6104
87,1293.62,3.5274,3.6255,3.6088
87,1302.97,3.5262,3.6239,3.6072
87,1312.38,3.5244,3.6224,3.6057
87,1321.70,3.5227,3.6209,3.6042
87,1331.06,3.5208,3.6191,3.6024
87,1340.44,3.5193,3.6175,3.6008
87,1349.77,3.5175,3.6160,3.5993
87,1359.09,3.5158,3.6143,3.5976
87,1368.50,3.5143,3.6130,3.5963
87,1377.91,3.5125,3.6111,3.5944
87,1387.23,3.5109,3.6095,3.5928
87,1396.56,3.5097,3.6080,3.5913
87,1405.94,3.5076,3.6061,3.5894
87,1415.31,3.5062,3.6046,3.5879
87,1424.70,3.5048,3.6031,3.5863
87,1434.08,3.5028,3.6016,3.5848
87,1443.45,3.5017,3.5997,3.5830
87,1452.83,3.5001,3.5978,3.5811
87,1462.19,3.4984,3.5965,3.5798
87,1471.55,3.4970,3.5947,3.5780
87,1480.94,3.4956,3.5927,3.5760
87,1490.27,3.4940,3.5913,3.5746
87,1499.62,3.4925,3.5896,3.5729
87,1509.03,3.4911,3.5880,3.5713
87,1518.39,3.4898,3.5862,3.5695
87,1527.75,3.4880,3.5846,3.5679
87,1537.11,3.4867,3.5826,3.5659
87,1546.45,3.4854,3.5812,3.5645
87,1555.83,3.4838,3.5794,3.5627
87,1565.25,3.4824,3.5777,3.5610
87,1574.61,3.4809,3.5757,3.5590
87,1583.95,3.4794,3.5742,3.5575
87,1593.31,3.4781,3.5724,3.5557
87,1602.64,3.4768,3.5708,3.5540
87,1612.00,3.4754,3.5691,3.5524
87,1621.42,3.4737,3.5674,3.5507
87,1630.81,3.4724,3.5655,3.5488
87,1640.17,3.4709,3.5641,3.5473
87,1649.56,3.4696,3.5621,3.5454
87,1658.89,3.4682,3.5612,3.5445
87,1668.23,3.4670,3.5589,3.5422
87,1677.56,3.4653,3.5574,3.5407
87,1686.98,3.4640,3.5557,3.5390
87,1696.31,3.4627,3.5539,3.5372
87,1705.70,3.4610,3.5524,3.5357
87,1715.05,3.4598,3.5503,3.5336
87,1724.48,3.4583,3.5487,3.5320
87,1733.84,3.4570,3.5470,3.5303
87,1743.23,3.4554,3.5453,3.5286
87,1752.56,3.4540,3.5438,3.5271
87,1761.88,3.4527,3.5422,3.5255
87,1771.28,3.4513,3.5403,3.5236
87,1780.66,3.4498,3.5383,3.5216
87,1790.05,3.4484,3.5368,3.5201
87,1799.41,3.4470,3.5354,3.5187
87,1808.78,3.4455,3.5341,3.5174
87,1818.14,3.4440,3.5329,3.5162
87,1827.53,3.4423,3.5320,3.5153
87,1836.89,3.4410,3.5313,3.5146
87,1846.25,3.4395,3.5305,3.5138
87,1855.62,3.4379,3.5291,3.5124
87,1865.00,3.4365,3.5279,3.5112
87,1874.38,3.4349,3.5268,3.5101
87,1883.73,3.4335,3.5265,3.5098
87,1893.11,3.4319,3.5252,3.5084
87,1902.47,3.4304,3.5237,3.5070
87,1911.83,3.4287,3.5229,3.5062
87,1921.16,3.4272,3.5217,3.5050
87,1930.59,3.4255,3.5206,3.5039
87,1939.97,3.4239,3.5199,3.5032
87,1949.33,3.4223,3.5188,3.5021
87,1958.64,3.4210,3.5179,3.5012
87,1968.03,3.4193,3.5169,3.5002
87,1977.44,3.4177,3.5155,3.4988
87,1986.86,3.4160,3.5146,3.4979
87,1996.19,3.4141,3.5138,3.4970
87,2005.55,3.4123,3.5130,3.4963
87,2014.91,3.4108,3.5116,3.4949
87,2024.28,3.4089,3.5107,3.4940
87,2033.67,3.4072,3.5097,3.4930
87,2043.00,3.4055,3.5090,3.4923
87,2052.34,3.4038,3.5074,3.4907
87,2061.70,3.4018,3.5068,3.4901
87,2071.11,3.4000,3.5054,3.4887
87,2080.45,3.3984,3.5047,3.4879
87,2089.86,3.3965,3.5039,3.4872
87,2099.19,3.3944,3.5027,3.4860
87,2108.58,3.3924,3.5015,3.4848
87,2117.94,3.3906,3.5007,3.4840
87,2127.30,3.3883,3.4995,3.4828
87,2136.69,3.3864,3.4985,3.4818
87,2146.05,3.3843,3.4975,3.4808
87,2155.45,3.3821,3.4965,3.4797
87,2164.84,3.3800,3.4957,3.4790
87,2174.20,3.3777,3.4947,3.4780
87,2183.53,3.3756,3.4938,3.4771
87,2192.86,3.3735,3.4930,3.4763
87,2202.26,3.3710,3.4919,3.4752
87,2211.62,3.3686,3.4915,3.4748
87,2221.00,3.3661,3.4904,3.4737
87,2230.38,3.3638,3.4895,3.4728
87,2239.70,3.3610,3.4885,3.4718
87,2249.09,3.3583,3.4876,3.4709
87,2258.48,3.3554,3.4869,3.4702
87,2267.88,3.3528,3.4861,3.4694
87,2277.23,3.3499,3.4853,3.4686
87,2286.58,3.3469,3.4841,3.4674
87,2295.94,3.3440,3.4833,3.4666
87,2305.31,3.3407,3.4825,3.4658
87,2314.69,3.3374,3.4816,3.4649
87,2324.03,3.3338,3.4809,3.4642
87,2333.41,3.3305,3.4797,3.4630
87,2342.78,3.3265,3.4788,3.4621
87,2352.16,3.3226,3.4779,3.4612
87,2361.51,3.3188,3.4773,3.4606
87,2370.89,3.3143,3.4763,3.4596
87,2380.25,3.3096,3.4750,3.4583
87,2389.61,3.3049,3.4744,3.4576
87,2398.95,3.2999,3.4737,3.4570
87,2408.34,3.2947,3.4728,3.4561
87,2417.73,3.2891,3.4720,3.4553
87,2427.06,3.2835,3.4711,3.4544
87,2436.39,3.2773,3.4704,3.4536
87,2445.83,3.2707,3.4695,3.4528
87,2455.19,3.2639,3.4684,3.4517
87,2464.58,3.2568,3.4676,3.4509
87,2473.95,3.2492,3.4667,3.4500
87,2483.30,3.2412,3.4655,3.4488
87,2492.67,3.2329,3.4651,3.4484
87,2502.08,3.2241,3.4640,3.4473
87,2511.45,3.2149,3.4633,3.4465
87,2520.84,3.2052,3.4617,3.4450
87,2530.20,3.1949,3.4599,3.4432
87,2539.56,3.1841,3.4579,3.4411
87,2548.89,3.1728,3.4564,3.4397
87,2558.25,3.1607,3.4546,3.4379
87,2567.61,3.1484,3.4527,3.4360
87,2576.95,3.1353,3.4510,3.4343
87,2586.33,3.1212,3.4489,3.4322
87,2595.73,3.1063,3.4473,3.4306
87,2605.06,3.0907,3.4456,3.4289
87,2614.48,3.0743,3.4438,3.4270
87,2623.86,3.0569,3.4421,3.4254
87,2633.36,3.0383,3.4405,3.4238
87,2642.89,3.0183,3.4387,3.4220
87,2652.48,2.9974,3.4367,3.4200
87,2662.03,2.9760,3.4343,3.4176
87,2671.58,2.9529,3.4328,3.4161
87,2681.16,2.9288,3.4311,3.4144
87,2690.67,2.9032,3.4290,3.4123
87,2700.25,2.8741,3.4271,3.4104
87,2709.72,2.8411,3.4257,3.4090
87,2719.23,2.8014,3.4237,3.4069
87,2728.70,2.7536,3.4218,3.4051
87,2738.23,2.6938,3.4200,3.4033
87,2747.91,3.0428,3.6312,3.6154
87,2757.56,3.1241,3.6337,3.6188
87,2767.20,3.1826,3.6354,3.6213
87,2776.89,3.2269,3.6362,3.6230
87,2786.53,3.2623,3.6364,3.6239
87,2796.17,3.2921,3.6368,3.6250
87,2805.86,3.3171,3.6366,3.6255
87,2815.48,3.3389,3.6368,3.6263
87,2825.17,3.3584,3.6369,3.6270
87,2834.80,3.3751,3.6367,3.6273
87,2844.47,3.3904,3.6368,3.6279
87,2854.12,3.4039,3.6368,3.6285
87,2863.80,3.4159,3.6368,3.6290
87,2873.47,3.4275,3.6361,3.6287
87,2883.08,3.4379,3.6369,3.6299
87,2892.75,3.4477,3.6367,3.6301
87,2902.38,3.4564,3.6369,3.6307
87,2912.05,3.4648,3.6367,3.6308
87,2921.72,3.4726,3.6370,3.6315
87,2931.36,3.4798,3.6368,3.6316
87,2941.16,3.4868,3.6366,3.6317
87,2950.97,3.4936,3.6365,3.6319
87,2960.72,3.4997,3.6368,3.6324
87,2970.50,3.5054,3.6369,3.6328
87,2980.39,3.5110,3.6369,3.6330
87,2990.14,3.5164,3.6367,3.6330
87,2999.92,3.5212,3.6365,3.6330
87,3009.66,3.5260,3.6368,3.6336
87,3019.41,3.5305,3.6370,3.6339
87,3029.14,3.5350,3.6370,3.6340
87,3038.92,3.5390,3.6369,3.6341
87,3048.70,3.5430,3.6368,3.6342
87,3058.58,3.5468,3.6367,3.6343
88,0.00,4.1982,4.1909,4.1909
88,9.36,4.1974,4.1914,4.1914
88,19.48,3.9930,3.9760,3.9750
88,28.78,3.9746,3.9696,3.9678
88,38.16,3.9598,3.9643,3.9616
88,47.56,3.9474,3.9599,3.9564
88,56.97,3.9363,3.9557,3.9516
88,66.33,3.9263,3.9511,3.9463
88,75.72,3.9175,3.9475,3.9420
88,85.08,3.9097,3.9437,3.9376
88,94.39,3.9022,3.9402,3.9335
88,103.75,3.8952,3.9365,3.9293
88,113.14,3.8890,3.9324,3.9247
88,122.51,3.8826,3.9289,3.9206
88,131.86,3.8769,3.9248,3.9161
88,141.22,3.8713,3.9211,3.9119
88,150.62,3.8662,3.9177,3.9081
88,159.98,3.8613,3.9138,3.9039
88,169.38,3.8568,3.9100,3.8997
88,178.69,3.8522,3.9058,3.8951
88,188.00,3.8479,3.9021,3.8911
88,197.34,3.8439,3.8984,3.8871
88,206.70,3.8399,3.8950,3.8834
88,216.05,3.8361,3.8911,3.8792
88,225.41,3.8322,3.8875,3.8753
88,234.75,3.8289,3.8836,3.8712
88,244.08,3.8253,3.8797,3.8670
88,253.50,3.8220,3.8758,3.8630
88,262.84,3.8187,3.8723,3.8593
88,272.20,3.8152,3.8680,3.8548
88,281.59,3.8122,3.8644,3.8509
88,290.97,3.8091,3.8610,3.8473
88,300.33,3.8058,3.8568,3.8429
88,309.72,3.8026,3.8531,3.8391
88,319.12,3.7994,3.8494,3.8353
88,328.52,3.7961,3.8455,3.8312
88,337.88,3.7930,3.8415,3.8271
88,347.19,3.7900,3.8383,3.8238
88,356.53,3.7867,3.8341,3.8194
88,365.91,3.7833,3.8302,3.8154
88,375.23,3.7800,3.8279,3.8130
88,384.62,3.7765,3.8255,3.8105
88,394.02,3.7732,3.8232,3.8081
88,403.38,3.7699,3.8209,3.8057
88,412.73,3.7664,3.8183,3.8031
88,422.11,3.7630,3.8159,3.8006
88,431.44,3.7595,3.8135,3.7982
88,440.78,3.7562,3.8109,3.7954
88,450.16,3.7526,3.8088,3.7933
88,459.55,3.7494,3.8063,3.7907
88,468.97,3.7458,3.8041,3.7884
88,478.31,3.7423,3.8018,3.7861
88,487.70,3.7389,3.7991,3.7834
88,497.06,3.7355,3.7969,3.7811
88,506.42,3.7322,3.7945,3.7787
88,515.81,3.7289,3.7920,3.7760
88,525.16,3.7256,3.7898,3.7739
88,534.55,3.7223,3.7872,3.7712
88,543.95,3.7192,3.7850,3.7689
88,553.31,3.7158,3.7825,3.7664
88,562.69,3.7127,3.7802,3.7641
88,572.05,3.7094,3.7776,3.7615
88,581.44,3.7067,3.7753,3.7591
88,590.77,3.7036,3.7729,3.7567
88,600.08,3.7004,3.7702,3.7540
88,609.48,3.6975,3.7681,3.7518
88,618.84,3.6945,3.7658,3.7495
88,628.20,3.6915,3.7633,3.7470
88,637.62,3.6887,3.7606,3.7443
88,646.98,3.6858,3.7587,3.7423
88,656.31,3.6830,3.7562,3.7398
88,665.69,3.6802,3.7535,3.7371
88,675.05,3.6772,3.7515,3.7351
88,684.42,3.6744,3.7491,3.7327
88,693.78,3.6716,3.7466,3.7302
88,703.12,3.6688,3.7441,3.7276
88,712.55,3.6660,3.7418,3.7253
88,721.94,3.6635,3.7397,3.7232
88,731.30,3.6606,3.7374,3.7209
88,740.64,3.6578,3.7354,3.7189
88,749.98,3.6554,3.7332,3.7167
88,759.36,3.6526,3.7311,3.7146
88,768.70,3.6499,3.7293,3.7128
88,778.09,3.6473,3.7269,3.7104
88,787.45,3.6446,3.7252,3.7087
88,796.84,3.6420,3.7232,3.7066
88,806.20,3.6394,3.7212,3.7046
88,815.56,3.6369,3.7192,3.7026
88,824.94,3.6342,3.7172,3.7006
88,834.28,3.6318,3.7152,3.6986
88,843.70,3.6292,3.7130,3.6964
